name,lat,lng,location,subcategory
Admiralbrücke,52.4951928,13.41512203,Berlin,Bridge
Yorckbrücken,52.49307638,13.36879492,Berlin,Bridge
Wannseebrücke,52.42082179,13.17140579,Berlin,Bridge
Schleuse Plötzensee,52.543431,13.323584,Berlin,Bridge
Schleuse Mühlendamm,52.51481788,13.40998748,Berlin,Bridge
Elsenbrücke,52.49579374,13.46286535,Berlin,Bridge
Dovebrücke,52.51944602,13.31929207,Berlin,Bridge
Beusselbrücke,52.53392365,13.32836866,Berlin,Bridge
Behmstraßenbrücke,52.55100887,13.39897591,Berlin,Bridge
Rohrdammbrücke,52.52919838,13.26843739,Berlin,Bridge
Gleimtunnel,52.54647838,13.40027332,Berlin,Bridge
Swinemünder Brücke,52.54870967,13.39297771,Berlin,Bridge
Schillingbrücke,52.50919521,13.42924118,Berlin,Bridge
Baerwaldbrücke,52.49654491,13.40518713,Berlin,Bridge
Schleuse Charlottenburg,52.53098673,13.28583956,Berlin,Bridge
Mörschbrücke,52.5325009,13.29470158,Berlin,Bridge
Fennbrücke,52.5375521,13.36087704,Berlin,Bridge
Fanny-Zobel-Brücke,52.44302334,13.47898006,Berlin,Bridge
under the bridge (Bundesplatz),52.47857487,13.32789411,Berlin,Bridge
Schleuse Neukölln,52.46639025,13.45408916,Berlin,Bridge
Julius-Leber-Brücke,52.48611236,13.36102724,Berlin,Bridge
Sonnenbrücke,52.4729522,13.4576726,Berlin,Bridge
Kottbusser Brücke,52.49596636,13.42027142,Berlin,Bridge
Elsensteg,52.48362962,13.44698668,Berlin,Bridge
Hermannbrücke,52.46749311,13.43130603,Berlin,Bridge
Kiefholzbrücke,52.46252866,13.49131465,Berlin,Bridge
Neuköllnische Brücke,52.46911733,13.45601678,Berlin,Bridge
Hallesche-Tor-Brücke,52.49763571,13.3919692,Berlin,Bridge
Hobrechtbrücke,52.49363162,13.42839897,Berlin,Bridge
Weidendammer Brücke,52.52216175,13.38797808,Berlin,Bridge
Dänensteg,52.54958714,13.40815365,Berlin,Bridge
Lichtenberger Brücke,52.51124557,13.49906445,Berlin,Bridge
Lohmühlenbrücke,52.48950958,13.43947649,Berlin,Bridge
Gustav-Heinemann-Brücke,52.5228089,13.37076133,Berlin,Bridge
Unterschleuse Berlin-Tiergarten,52.51140346,13.33604638,Berlin,Bridge
Zossener Brücke,52.49789044,13.39573503,Berlin,Bridge
Schöneberger Brücke,52.50183166,13.376269,Berlin,Bridge
Hiroshimasteg,52.50667208,13.35743129,Berlin,Bridge
Herkulesbrücke,52.50579952,13.35203648,Berlin,Bridge
Marchbrücke,52.51723936,13.32478523,Berlin,Bridge
Lessingbrücke,52.52280955,13.3420347,Berlin,Bridge
Ernst-Keller-Brücke,52.44256555,13.47844362,Berlin,Bridge
Teupitzer Brücke,52.47933424,13.45531046,Berlin,Bridge
Kurfürstendammbrücke,52.49672127,13.28921914,Berlin,Bridge
Putlitzbrücke,52.53554213,13.34351778,Berlin,Bridge
Föhrer Brücke,52.53870061,13.34467649,Berlin,Bridge
Goerdelersteg,52.53441964,13.30525875,Berlin,Bridge
Bösebrücke,52.55462659,13.39842796,Berlin,Bridge
Greifenhagener Brücke,52.54887929,13.41644973,Berlin,Bridge
Mäckeritzbrücke,52.54891844,13.27043295,Berlin,Bridge
Fürstenbrunner Brücke,52.52806268,13.2740593,Berlin,Bridge
Langenscheidtbrücke,52.48852964,13.36351633,Berlin,Bridge
Schleuse Spandau,52.54039722,13.20914984,Berlin,Bridge
Kniprodestraßenbrücke,52.53615557,13.44784498,Berlin,Bridge
Ludwig-Hoffmann-Brücke,52.53744769,13.32645893,Berlin,Bridge
Hoher Bogen,52.48419151,13.30508709,Berlin,Bridge
Stößenseebrücke,52.50939111,13.21475029,Berlin,Bridge
Freybrücke,52.51174182,13.20313096,Berlin,Bridge
Joachim-Tiburtius-Brücke,52.46038952,13.32798243,Berlin,Bridge
Aalemannkanalbrücke,52.57281,13.221077,Berlin,Bridge
Saatwinkler Steg,52.55741843,13.23740959,Berlin,Bridge
Barbrücke,52.48355121,13.3136487,Berlin,Bridge
Dischingerbrücke,52.53193962,13.20114613,Berlin,Bridge
Eiswerderbrücke,52.54720911,13.21404219,Berlin,Bridge
Kaiserin-Augusta-Brücke,52.52577812,13.31540823,Berlin,Bridge
Juliusturmbrücke,52.53845264,13.20964336,Berlin,Bridge
Grenzalleebrücke,52.46397762,13.45288602,Berlin,Bridge
Buschkrugbrücke,52.45933049,13.44728708,Berlin,Bridge
Carl-Zuckmayer-Brücke,52.48298931,13.34212303,Berlin,Bridge
Britzer-Allee-Brücke,52.45901669,13.47198486,Berlin,Bridge
Thielenbrücke,52.49145067,13.43512577,Berlin,Bridge
Kaulsdorfer “Galgen “,52.51238,13.58706148,Berlin,Bridge
Rudolf-Wissell-Brücke,52.52831071,13.28268528,Berlin,Bridge
Hansabrücke,52.51955047,13.33817482,Berlin,Bridge
Wullenwebersteg,52.51716101,13.33485961,Berlin,Bridge
Sickingenbrücke,52.53021658,13.3137989,Berlin,Bridge
Charlottenbrücke,52.53509184,13.20621014,Berlin,Bridge
Corneliusbrücke,52.50724925,13.34815264,Berlin,Bridge
Nordhafenbrücke,52.53654713,13.36450338,Berlin,Bridge
Torfstraßensteg,52.5391835,13.35242271,Berlin,Bridge
Nördliche Seestraßenbrücke,52.54085399,13.33394766,Berlin,Bridge
Hinckeldeybrücke,52.54846175,13.30090284,Berlin,Bridge
Weltlinger Brücke,52.53961418,13.29508781,Berlin,Bridge
Kl. Eiswerderbrücke,52.548801,13.22287202,Berlin,Bridge
Gartenfelder Brücke,52.54761361,13.24777365,Berlin,Bridge
Tegeler Brücke,52.55171063,13.24893236,Berlin,Bridge
Général-Ganeval-Brücke,52.54854004,13.29641819,Berlin,Bridge
Goerdelerdammbrücke,52.53820467,13.32615852,Berlin,Bridge
Wiesendammbrücke,52.52554236,13.24593041,Berlin,Bridge
Hohenzollerndammbrücke,52.48823156,13.30093333,Berlin,Bridge
Schlossbrücke,52.52180924,13.30013037,Berlin,Bridge
Alemannenbrücke,52.4266709,13.19129705,Berlin,Bridge
Potsdamer Brücke,52.50600849,13.36834431,Berlin,Bridge
Unter der Brücke,52.47284117,13.56705883,Berlin,Bridge
Marschallbrücke,52.51921099,13.38025331,Berlin,Bridge
Borussenbrücke,52.43025587,13.19164038,Berlin,Bridge
Oberhavelsteg,52.57762783,13.21712673,Berlin,Bridge
Parkbrücke,52.4084864,13.1010139,Berlin,Bridge
Nathanbrücke,52.398671,13.145009,Berlin,Bridge
alte Königswegbrücke,52.40791901,13.17438242,Berlin,Bridge
Königswegbrücke,52.41549542,13.19712281,Berlin,Bridge
Spanische Allee-Brücke,52.43370472,13.19264638,Berlin,Bridge
Charlottenburger Brücke,52.5131783,13.33092213,Berlin,Bridge
Kaiserdammbrücke,52.51018775,13.28517437,Berlin,Bridge
Sandkrugbrücke,52.52778854,13.37388039,Berlin,Bridge
Kieler Brücke,52.53586843,13.36606979,Berlin,Bridge
Spandauer See-Brücke,52.55582206,13.22189212,Berlin,Bridge
Perleberger Brücke,52.5363122,13.35815191,Berlin,Bridge
Wasserstadtbrücke,52.55958546,13.22373748,Berlin,Bridge
Boca-Raton-Steg,52.56200119,13.22114289,Berlin,Bridge
Borsigdammbrücke,52.58162578,13.27489257,Berlin,Bridge
Neue Brücke,52.54004486,13.20572734,Berlin,Bridge
Moritzbrücke,52.53831245,13.20149928,Berlin,Bridge
Zitadellenbrücke,52.53889187,13.21285576,Berlin,Bridge
Havelbrücke,52.53349379,13.20278585,Berlin,Bridge
Schulenburgbrücke,52.52432399,13.20457578,Berlin,Bridge
Karolinenbrücke,52.59295062,13.28140676,Berlin,Bridge
Aristide-Briand-Brücke,52.55515497,13.30682516,Berlin,Bridge
Robert-Schuman-Brücke,52.55641543,13.30800176,Berlin,Bridge
Siemenssteg,52.52068553,13.31205726,Berlin,Bridge
Moabiter Brücke,52.52163951,13.34830284,Berlin,Bridge
Gerickesteg,52.52017219,13.350209,Berlin,Bridge
Hermann-Maass-Brücke,52.53917573,13.32985371,Berlin,Bridge
Spennrathbrücke,52.539394,13.32970396,Berlin,Bridge
Südliche Seestraßenbrücke,52.53887028,13.33012819,Berlin,Bridge
Lutherbrücke,52.5175869,13.35484385,Berlin,Bridge
Kronprinzenbrücke,52.5218434,13.37582946,Berlin,Bridge
Kanzlerbrücke,52.52055986,13.36716235,Berlin,Bridge
Tiefwerderbrücke,52.52360845,13.21045697,Berlin,Bridge
Trabener Steg,52.49754111,13.28266829,Berlin,Bridge
Möllentorsteg,52.54015905,13.20698261,Berlin,Bridge
Paulsborner Brücke,52.49197893,13.29523802,Berlin,Bridge
Schwarzbacher Brücke,52.494046,13.290617,Berlin,Bridge
Ostpreußenbrücke,52.50634807,13.28236341,Berlin,Bridge
Kaisersteg,52.458168,13.519489,Berlin,Bridge
Steglitzer Damm-Brücke,52.44902845,13.35451931,Berlin,Bridge
Sieversbrücke,52.44289254,13.35394621,Berlin,Bridge
Knesebeckbrücke,52.40424511,13.26894164,Berlin,Bridge
Teltowkanalbrücke A113,52.42651388,13.51996422,Berlin,Bridge
Heerstraßenbrücke,52.50854222,13.2584703,Berlin,Bridge
Spandauer Damm-Brücke,52.51853203,13.28347921,Berlin,Bridge
Lietzenseebrücke,52.50659622,13.28815699,Berlin,Bridge
Nennhauser Damm-Brücke,52.53661761,13.14210748,Berlin,Bridge
Knobelsdorffbrücke,52.51293671,13.28608632,Berlin,Bridge
Wallbrücke,52.53513426,13.20254087,Berlin,Bridge
Lindensteg,52.53424871,13.20327491,Berlin,Bridge
Zitadellenwehr,52.53972511,13.21581244,Berlin,Bridge
Stubenrauchbrücke,52.45374724,13.38428736,Berlin,Bridge
Romantische Bank,52.52011553,13.34719074,Berlin,Bridge
Eisenbahnbrücke über die Spree,52.52030593,13.38541242,Berlin,Bridge
alte BAB-/Eisenbahnbrücke im Wald,52.40412276,13.16816506,Berlin,Bridge
Böckmannbrücke,52.40003614,13.14224482,Berlin,Bridge
Hubertusbrücke,52.40494548,13.14159572,Berlin,Bridge
Alsenbrücke,52.41061748,13.14376706,Berlin,Bridge
alte Friedhofsbahnbrücke,52.4054822,13.17638397,Berlin,Bridge
Baumschulenbrücke,52.45888093,13.47910631,Berlin,Bridge
Teubert-Brücke,52.44614422,13.36589563,Berlin,Bridge
Cehennemde,52.466054,13.430497,Berlin,Bridge
George-C.-Marshall-Brücke,52.50497667,13.37179899,Berlin,Bridge
Spektebrücke,52.54545404,13.16107392,Berlin,Bridge
Marzahner Brücke,52.53978384,13.53865385,Berlin,Bridge
Siemensbrücke,52.44508985,13.33982706,Berlin,Bridge
Kolonnenbrücke,52.48510621,13.37089777,Berlin,Bridge
Prinzregent-Ludwig-Brücke,52.44488059,13.33068609,Berlin,Bridge
Lankwitzer Brücke,52.43577669,13.36791515,Berlin,Bridge
Eisenbahnbrücke Tegeler Weg,52.52950189,13.29522729,Berlin,Bridge
Eugen-Kleine-Brücke,52.41970946,13.30285549,Berlin,Bridge
Emil-Schulz-Brücke,52.43062874,13.31122398,Berlin,Bridge
Hannemannbrücke,52.44523372,13.33714485,Berlin,Bridge
Moltkebrücke,52.5218223,13.36877346,Berlin,Bridge
Kietzer Brücke,52.44448333,13.57775636,Berlin,Bridge
Katzengrabensteg,52.44766557,13.5796536,Berlin,Bridge
Landjägerbrücke,52.44369719,13.58182246,Berlin,Bridge
Salvador-Allende-Brücke,52.44947107,13.59358549,Berlin,Bridge
Stubenrauchbrücken,52.46233756,13.50636005,Berlin,Bridge
Britzer Hafensteg,52.46102363,13.45491529,Berlin,Bridge
Kynastbrücke,52.50304359,13.47016096,Berlin,Bridge
Schleusenbrücke,52.51585524,13.3997798,Berlin,Bridge
Marggraffbrücke,52.46649936,13.49507373,Berlin,Bridge
Südostallee-Brücke,52.45970965,13.48597527,Berlin,Bridge
Fließbrücke,52.59441301,13.28028738,Berlin,Bridge
Treskowbrücke,52.4598927,13.51296902,Berlin,Bridge
Olympische Brücke,52.51586246,13.25271924,Berlin,Bridge
Feuerbach-Brücke,52.46397176,13.33326101,Berlin,Bridge
Sechserbrücke,52.58989631,13.27109814,Berlin,Bridge
Schmargendorfer Brücke,52.47980979,13.31227574,Berlin,Bridge
Schmöckwitzwerdersteg,52.374834,13.695772,Berlin,Bridge
Treskowbrücke,52.46104228,13.51348073,Berlin,Bridge
Komturbrücke,52.45747384,13.39995146,Berlin,Bridge
Schlossbrücke,52.51772047,13.39853328,Berlin,Bridge
Hugo-Heimann-Brücke,52.56720801,13.38787079,Berlin,Bridge
Plantenweg,52.47849089,13.47367723,Berlin,Bridge
Fließtalhofbrücke,52.61300282,13.32214594,Berlin,Bridge
Wtf,52.45852753,13.50570794,Berlin,Bridge
Märkische Allee-Brücke,52.51457555,13.54487658,Berlin,Bridge
ehem. Görlitzer Eisenbahnbrücke,52.4941738,13.44445467,Berlin,Bridge
Rungiusbrücke,52.4585983,13.44151497,Berlin,Bridge
Britzer Brücke,52.45814068,13.43623638,Berlin,Bridge
Oderstraßenbrücke,52.46616802,13.42130184,Berlin,Bridge
Wilhelm-Borgmann-Brücke,52.45650627,13.42711687,Berlin,Bridge
Mussehlbrücke,52.45800992,13.41364145,Berlin,Bridge
Colditzbrücke,52.45633954,13.39468095,Berlin,Bridge
Treptower Brücke,52.48103565,13.45202923,Berlin,Bridge
Germelmannbrücke,52.45213882,13.37806463,Berlin,Bridge
Friedenauer Brücke,52.46713538,13.33750963,Berlin,Bridge
Hasensprungbrücke,52.4879482,13.27058315,Berlin,Bridge
Koenigsalleebrücke,52.48841205,13.27454209,Berlin,Bridge
Bismarckbrücke,52.48734062,13.27725649,Berlin,Bridge
Flughafenseesteg,52.56996644,13.29412222,Berlin,Bridge
Wilhelm-Spindler-Brücke,52.45364263,13.55845928,Berlin,Bridge
Brücke am Heiligenthalhügel,52.50214232,13.26543331,Berlin,Bridge
Eichkampbrücke,52.49827581,13.27167749,Berlin,Bridge
Thielalleebrücke,52.45314931,13.28612105,Berlin,Bridge
Dahlemer-Weg-Brücke,52.43898158,13.28182697,Berlin,Bridge
Tietzenwegbrücke,52.4458615,13.3014822,Berlin,Bridge
Enzianbrücke,52.44761299,13.30585351,Berlin,Bridge
Seehofstraßenbrücke,52.43304907,13.26486468,Berlin,Bridge
Sundgauer Brücke,52.43603296,13.27393378,Berlin,Bridge
Colmarer Steg,52.43760154,13.27786803,Berlin,Bridge
Zehlendorfer Stichkanalbrücke,52.40752429,13.27854395,Berlin,Bridge
Bäkebrücke,52.43444233,13.31648111,Berlin,Bridge
Krahmersteg,52.43707175,13.31963539,Berlin,Bridge
Edenkobener Steg,52.44450784,13.34625363,Berlin,Bridge
Steg am Hafen Mariendorf,52.44467133,13.36330175,Berlin,Bridge
Karl-Theodor-Schmitz-Brücke,52.42580732,13.37415934,Berlin,Bridge
Techowbrücke,52.44828099,13.36973906,Berlin,Bridge
Priesterwegbrücke,52.47378597,13.35508104,Berlin,Bridge
Hans-Baluschek-Steg,52.4699916,13.36191773,Berlin,Bridge
Schülergartenbrücke,52.47399899,13.36371243,Berlin,Bridge
Friedrich-Haak-Brücke,52.47249473,13.36622,Berlin,Bridge
August-Druckenmüller-Brücke,52.47123991,13.36924553,Berlin,Bridge
Alfred-Lion-Steg,52.48085269,13.36847305,Berlin,Bridge
Wildenbruchbrücke,52.48492328,13.44443321,Berlin,Bridge
Köllnische Brücke,52.44981109,13.55871677,Berlin,Bridge
Pyramidenbrücke,52.45523792,13.56684923,Berlin,Bridge
Dammbrücke,52.44843793,13.57463837,Berlin,Bridge
Hohe Brücke,52.42482596,13.71748209,Berlin,Bridge
Fredersdorfer Mühlenfließbrücke,52.44244784,13.6861968,Berlin,Bridge
Freiarmbrücke,52.453178,13.59486,Berlin,Bridge
Biesdorfer Wuhletalbrücke,52.505134,13.578516,Berlin,Bridge
Wuhlesteg am Friedhof Kaulsdorf,52.511892,13.573613,Berlin,Bridge
Grüne Brücke,52.61135462,13.25247288,Berlin,Bridge
Schulzendorfer Brücke,52.61508128,13.24786465,Berlin,Bridge
Kiefheider Brücke,52.62257809,13.24863195,Berlin,Bridge
Loerkesteig,52.625968,13.298205,Berlin,Bridge
Fischgrundbrücke,52.62929907,13.29402566,Berlin,Bridge
Brücke über die Wuhle,52.52098207,13.57777111,Berlin,Bridge
Glockenturmbrücke,52.51224459,13.22376251,Berlin,Bridge
Schirwindter Brücke,52.50971761,13.22899818,Berlin,Bridge
Passenheimer Brücke,52.50956089,13.2314229,Berlin,Bridge
Flatowalleebrücke,52.50777195,13.24151705,Berlin,Bridge
Werdauer Weg-Brücke,52.47546639,13.34836665,Berlin,Bridge
Anna-Nemitz-Brücke,52.45428337,13.46127748,Berlin,Bridge
Neue Späthbrücke,52.45402185,13.4602046,Berlin,Bridge
Massantebrücke,52.43326493,13.4974122,Berlin,Bridge
Hermann-Gladenbeck-Brücke,52.43378823,13.4982276,Berlin,Bridge
Wegedornbrücke,52.42601667,13.52668047,Berlin,Bridge
Neue Altglienicker Brücke,52.42499607,13.54502678,Berlin,Bridge
Stelling-Janitzky-Brücke,52.42604284,13.55521917,Berlin,Bridge
Grünauer Brücke,52.42814941,13.57275009,Berlin,Bridge
Lange Brücke,52.44451258,13.57154922,Berlin,Bridge
Bahndammbrücke,52.45946123,13.57663393,Berlin,Bridge
Schinderbrücke,52.45684623,13.57408047,Berlin,Bridge
Prenzlauer Brücke,52.54414259,13.42722416,Berlin,Bridge
Rendsburger Brücke,52.58066593,13.29534531,Berlin,Bridge
Ernststraßensteg,52.58267384,13.29382181,Berlin,Bridge
Nonnendammbrücke,52.53056902,13.28350067,Berlin,Bridge
Norduferbrücke,52.54094535,13.33358288,Berlin,Bridge
Wiesenbrücke,52.54436443,13.3792448,Berlin,Bridge
Badbrücke,52.55328932,13.37793589,Berlin,Bridge
Steg an der Pankemühle,52.55378509,13.37875128,Berlin,Bridge
Osloer Straße-Brücke,52.55604952,13.38104948,Berlin,Bridge
Soldiner Brücke,52.55943392,13.38336468,Berlin,Bridge
Gottschalksteg,52.564971,13.386715,Berlin,Bridge
Bürgerparkbrücke,52.56865572,13.38993073,Berlin,Bridge
Schönholzer Brücke,52.57093152,13.39834213,Berlin,Bridge
Ossietzkystraßenbrücke,52.57504593,13.40696812,Berlin,Bridge
Pasewalker Brücke,52.58258257,13.42866182,Berlin,Bridge
Bahnhofstraßenbrücke,52.591982,13.43868256,Berlin,Bridge
Krontaler Brücke,52.613032,13.453993,Berlin,Bridge
Sellheimbrücke,52.59970471,13.46927047,Berlin,Bridge
Falkenberger Chaussee-Brücke,52.56591677,13.51198196,Berlin,Bridge
Gehrenseebrücke,52.55537675,13.52513552,Berlin,Bridge
Bitterfelder Brücke,52.55304685,13.54994761,Berlin,Bridge
Eastgatebrücke,52.543679,13.542194,Berlin,Bridge
Landsberger Allee-Brücke,52.53843959,13.53202343,Berlin,Bridge
Brücke der Kosmonauten,52.5254713,13.52558235,Berlin,Bridge
Springpfuhler Brücke,52.52566063,13.53713036,Berlin,Bridge
Gensinger Brücke,52.51026611,13.53253841,Berlin,Bridge
Robert-Uhrig-Brücke,52.51017469,13.51238966,Berlin,Bridge
Landsberger Brücke,52.52840209,13.45556974,Berlin,Bridge
Thaerstraßenbrücke,52.52576507,13.45861673,Berlin,Bridge
Eldenaer Straßenbrücke,52.52051666,13.47151279,Berlin,Bridge
Rosemeyerbrücke,52.43237532,13.19228411,Berlin,Bridge
Schwanenwerderbrücke,52.44533835,13.17556858,Berlin,Bridge
westl. Halenseestraßenbrücke,52.49938743,13.28057298,Berlin,Bridge
AVUS-Brücke,52.50199864,13.27877998,Berlin,Bridge
Hertrabrücke,52.46824652,13.43598962,Berlin,Bridge
östl. Halenseestraßenbrücke,52.49984335,13.2810545,Berlin,Bridge
Seidelbrücke,52.56829571,13.30622267,Berlin,Bridge
Potsdamer Chaussee-Brücke,52.42097245,13.19608894,Berlin,Bridge
Klingenbergbrücke,52.4867265,13.49734783,Berlin,Bridge
Kaulsdorfer Brücke,52.51214665,13.58457327,Berlin,Bridge
Blumberger Damm-Brücke,52.51283877,13.5625577,Berlin,Bridge
Darßer Brücke,52.56724714,13.47436666,Berlin,Bridge
Heinersdorfer Brücke,52.57773342,13.42922529,Berlin,Bridge
Buchholzer Grabenbrücke,52.6164684,13.39958668,Berlin,Bridge
Sportforumbrücke,52.51631227,13.2477951,Berlin,Bridge
Rominter Allee-Brücke,52.51695209,13.24897528,Berlin,Bridge
Mariannenbrücke,52.42994187,13.71191382,Berlin,Bridge
Rialtobrücke,52.42751937,13.71074199,Berlin,Bridge
Alte Fahlenbergbrücke,52.40252,13.704045,Berlin,Bridge
Fahlenbergbrücke,52.401293,13.708126,Berlin,Bridge
Gosener Brücke,52.39803298,13.71235371,Berlin,Bridge
Schmöckwitzer Brücke,52.3748001,13.6536026,Berlin,Bridge
Blockdammbrücke,52.485533,13.515679,Berlin,Bridge
Plutowegbrücke,52.43229682,13.70542288,Berlin,Bridge
Waldbrücke,52.42460352,13.72035742,Berlin,Bridge
Altwasserbrücke,52.3744333,13.69874954,Berlin,Bridge
Cecilienplatzbrücke,52.52325845,13.58880043,Berlin,Bridge
Grenzwegbrücke,52.43005962,13.7028265,Berlin,Bridge
Puchanbrücke,52.45264882,13.57736349,Berlin,Bridge
Rudolf-Rühl-Brücke,52.46907005,13.5529232,Berlin,Bridge
Dresselsteg,52.5087773,13.28416586,Berlin,Bridge
Spektesteg,52.54068434,13.18470955,Berlin,Bridge
Bouchéeisenbahnbrücke,52.49159535,13.44777601,Berlin,Bridge
Parkwegbrücke,52.4953757,13.46413136,Berlin,Bridge
Hermsdorfer Fließbrücke,52.61222108,13.31626654,Berlin,Bridge
Dianasteg,52.6111657,13.31502199,Berlin,Bridge
Artemisbrücke,52.61072269,13.31386328,Berlin,Bridge
Neue Grottkauer Straße-Brücke,52.52934198,13.5910964,Berlin,Bridge
Riesaer Straße-Brücke,52.53672227,13.60476554,Berlin,Bridge
Louis-Lewin-Brücke,52.53914435,13.61995697,Berlin,Bridge
Tegeler Wehrbrücke,52.598778,13.284211,Berlin,Bridge
Titusbrücke,52.60074082,13.28888655,Berlin,Bridge
Egidysteg,52.60640965,13.30002308,Berlin,Bridge
Bismarcksteig,52.609617,13.311784,Berlin,Bridge
Freibadbrücke,52.61903484,13.32993507,Berlin,Bridge
Teilebrücke,52.459783,13.411568,Berlin,Bridge
Oberlandstraßenbrücke,52.46431166,13.41256857,Berlin,Bridge
Hertabrücke,52.46818116,13.43600035,Berlin,Bridge
Bergiusbrücke,52.46614106,13.45677456,Berlin,Bridge
Neuköllnische Eisenbahnbrücke,52.46910926,13.4571147,Berlin,Bridge
Kirchwegbrücke,52.60057139,13.44683647,Berlin,Bridge
Pankgrafenbrücke,52.61640326,13.45999002,Berlin,Bridge
Eisenbahnbrücke der Bucher Str.,52.61648143,13.44670773,Berlin,Bridge
Autobahnbrücke der Bucher Straße,52.61502227,13.44415426,Berlin,Bridge
Blumenwegbrücke,52.600803,13.393352,Berlin,Bridge
Finsterwalder Brücke,52.60235683,13.34744453,Berlin,Bridge
Autobahnbrücke der Schönerlinder Straße,52.62346386,13.43091488,Berlin,Bridge
Eisenbahnbrücke der Schönerlinder Straße,52.63782463,13.44321722,Berlin,Bridge
Hobrechtsfelder Brücke,52.62959863,13.46393824,Berlin,Bridge
Bucher Autobahnbrücke,52.62407794,13.49241908,Berlin,Bridge
Schönerlinder Weg-Brücke,52.62412,13.473714,Berlin,Bridge
Lindenberger Brücke,52.59507,13.47523,Berlin,Bridge
Margaretenbrücke,52.580591,13.493511,Berlin,Bridge
Rhinstraßenbrücke,52.51426215,13.51899862,Berlin,Bridge
Pankewegautobahnsteg,52.58971598,13.43284828,Berlin,Bridge
Pankegrundsteg,52.56366027,13.38643312,Berlin,Bridge
Industriebahnbrücke,52.590081,13.434703,Berlin,Bridge
